trade_date,open,high,low,close,volume,RSI_14,MACD_DIF,MACD_DEA,MACD_HIST,BB_UP,BB_MID,BB_LOW,BB_BW,BB_PCTB,ATR_14
20250916,350.61,353.46,343.12,347.96,377444.65,76.05,16.6513,12.4111,8.4805,348.29,302.71,257.13,30.1164,99.6351,13.7987
20250917,351.29,375.98,348.53,371.28,543771.0,81.13,19.5963,13.8481,11.4964,360.51,307.53,254.55,34.4554,110.1644,14.8145
20250918,368.81,374.13,355.23,361.23,518896.9,73.86,20.8786,15.2542,11.2488,367.61,311.86,256.11,35.7541,94.2806,15.1063
20250919,359.36,369.91,356.14,362.8,339148.86,74.25,21.7706,16.5575,10.4262,374.24,315.86,257.47,36.9684,90.2002,15.0109
20250922,364.78,366.97,357.18,364.34,285277.63,74.65,22.3441,17.7148,9.2587,380.19,319.79,259.38,37.7763,86.8814,14.6379
20250923,362.32,371.14,354.44,362.47,348493.15,73.17,22.3897,18.6498,7.4798,384.6,323.66,262.71,37.6611,81.841,14.7852
20250924,365.27,374.13,360.41,374.06,383145.48,76.3,23.0948,19.5388,7.1121,388.87,328.66,268.45,36.6372,87.703,14.7091
20250925,370.79,396.37,370.66,386.78,466393.38,79.17,24.3988,20.5108,7.776,393.93,334.34,274.76,35.6448,93.9992,15.4949
20250926,385.97,393.81,374.13,374.53,362633.26,70.34,24.1651,21.2417,5.8469,398.05,338.0,277.94,35.5364,80.4154,15.7939
20250929,380.37,393.72,380.05,391.23,389647.45,74.51,25.0389,22.0011,6.0756,404.23,342.59,280.96,35.9832,89.4533,16.0364
20250930,389.89,402.57,389.89,395.79,330313.1,75.53,25.8019,22.7613,6.0812,409.76,347.47,285.19,35.8513,88.7855,15.7967
20251009,393.8,417.81,393.57,403.56,412088.23,77.19,26.7254,23.5541,6.3427,416.04,352.44,288.84,36.0886,90.1916,16.3998
20251010,394.81,397.57,373.16,376.05,533117.98,61.3,24.9499,23.8333,2.2334,415.49,356.28,297.06,33.24,66.6978,17.3998
20251013,357.26,378.66,357.26,368.72,471509.98,57.88,22.6898,23.6046,-1.8295,415.61,358.71,301.8,31.7281,58.7979,17.6855
20251014,375.12,379.84,350.28,352.47,496399.39,51.08,19.3642,22.7565,-6.7846,414.4,360.31,306.22,30.0243,42.7502,18.5337
20251015,352.96,364.0,349.28,363.6,369933.55,54.98,17.4259,21.6904,-8.529,412.46,362.74,313.02,27.4141,50.8648,18.2613
20251016,361.83,368.13,358.87,362.81,276294.67,54.65,15.6456,20.4814,-9.6716,408.73,365.32,321.92,23.7625,47.1057,17.6183
20251017,361.83,369.21,351.48,352.61,319057.61,50.4,13.2588,19.0369,-11.5561,404.82,367.07,329.33,20.5677,30.8414,17.6263
20251020,359.36,363.19,353.98,360.84,284324.2,53.54,11.8943,17.6084,-11.4282,399.92,369.12,338.32,16.689,36.5629,17.123
20251021,367.24,375.46,357.49,370.1,446328.7,56.84,11.4283,16.3724,-9.8881,399.5,370.16,340.82,15.8537,49.8952,17.1835
20251022,370.1,373.03,362.52,367.1,219458.79,55.47,10.6937,15.2366,-9.0858,398.6,371.12,343.64,14.8109,42.6891,16.7068
20251023,368.03,372.95,363.3,370.64,239980.98,56.8,10.2787,14.2451,-7.9327,398.57,371.09,343.6,14.8125,49.1877,16.2028
20251024,374.1,381.81,372.16,379.81,320415.78,60.12,10.5679,13.5096,-5.8834,399.35,372.02,344.68,14.6964,64.2566,15.8433
20251027,386.93,386.93,370.76,380.22,404510.18,60.27,10.7068,12.9491,-4.4845,400.1,372.89,345.68,14.5942,63.4758,15.8666
20251028,380.2,387.72,377.11,380.51,287082.95,60.38,10.7167,12.5026,-3.5718,400.8,373.7,346.59,14.5046,62.5731,15.4912
20251029,380.04,393.86,378.76,393.82,344740.46,65.2,11.6641,12.3349,-1.3416,403.24,375.26,347.28,14.9122,83.1621,15.4632
20251030,399.71,402.76,390.7,392.14,343060.88,64.14,12.1394,12.2958,-0.3127,405.13,376.17,347.2,15.4013,77.5716,15.2201
20251031,391.85,400.52,382.21,382.77,340483.5,58.43,11.6261,12.1619,-1.0716,404.68,375.97,347.25,15.2739,61.8485,15.4408
20251103,381.02,385.86,369.97,380.89,263681.77,57.33,10.9414,11.9178,-1.9528,405.07,376.28,347.5,15.3003,58.0004,15.4729
20251104,377.15,380.53,368.23,373.1,239390.74,52.87,9.6588,11.466,-3.6143,403.31,375.38,347.44,14.883,45.9234,15.272
20251105,367.09,386.93,366.26,382.7,311425.32,57.28,9.3097,11.0347,-3.45,401.22,374.72,348.23,14.1418,65.053,15.6576
20251106,383.98,393.32,382.7,388.59,234474.77,59.76,9.3999,10.7078,-2.6156,397.75,373.97,350.2,12.7132,80.7409,15.2977
20251107,387.42,391.37,382.88,389.27,165548.92,60.05,9.4178,10.4498,-2.064,399.37,374.64,349.9,13.2027,79.5875,14.8115
20251110,392.25,394.13,377.4,378.57,238959.91,53.54,8.4708,10.054,-3.1663,399.76,375.13,350.5,13.1299,56.9883,14.9485
20251111,380.04,388.67,378.56,379.65,193031.75,54.08,7.7186,9.5869,-3.7366,398.73,376.49,354.24,11.8183,57.1088,14.6029
20251112,384.75,386.92,378.05,380.41,212998.25,54.48,7.1019,9.0899,-3.9761,398.78,377.33,355.87,11.3711,57.1842,14.1934
20251113,379.1,414.8,379.1,409.18,562654.49,66.45,8.8328,9.0385,-0.4114,404.28,379.65,355.01,12.9773,109.9457,15.7296
20251114,400.72,408.2,397.64,397.88,241721.2,59.8,9.1868,9.0681,0.2374,404.3,381.91,359.52,11.726,85.6622,15.4303
20251117,382.01,386.34,376.59,384.75,476855.03,53.14,8.3121,8.9169,-1.2096,403.19,383.1,363.02,10.4878,54.0941,15.8489
20251118,382.99,392.48,375.12,379.06,395658.14,50.52,7.0782,8.5492,-2.942,402.8,383.55,364.3,10.0381,38.3303,15.9568
20251119,379.55,392.29,379.02,385.06,292666.86,53.15,6.5094,8.1412,-3.2637,402.08,384.45,366.82,9.1695,51.7275,15.7649
20251120,388.8,388.9,371.19,373.53,336742.85,47.88,5.0698,7.527,-4.9143,401.79,384.6,367.4,8.94,17.8168,15.9038
20251121,369.21,377.09,364.29,364.29,316313.35,44.11,3.1471,6.651,-7.0078,403.18,383.82,364.45,10.0905,-0.4255,15.6821
20251124,368.03,369.11,361.51,364.83,228458.19,44.39,1.6478,5.6503,-8.005,404.16,383.05,361.94,11.0227,6.8478,15.1048
20251125,369.21,373.8,364.87,366.61,206332.46,45.35,0.5965,4.6396,-8.0862,404.7,382.35,360.01,11.6869,14.7647,14.6666
20251126,369.7,369.7,364.36,367.06,189106.6,45.6,-0.1982,3.672,-7.7404,403.67,381.02,358.36,11.8917,19.1962,14.0005
20251127,367.24,373.03,364.29,365.47,222002.59,44.81,-0.9453,2.7486,-7.3878,402.72,379.68,356.65,12.1335,19.1473,13.6247
20251128,364.78,369.68,360.51,367.44,203402.63,46.06,-1.3628,1.9263,-6.5781,402.53,378.92,355.3,12.4644,25.6997,13.3065
20251201,368.97,377.06,368.26,377.06,267510.13,51.82,-0.9069,1.3596,-4.5331,402.34,378.73,355.12,12.468,46.4728,13.0432
20251202,377.58,379.04,371.57,374.21,163484.61,50.11,-0.7668,0.9344,-3.4023,402.34,378.78,355.22,12.4395,40.2989,12.6451
20251203,374.22,377.45,369.21,370.27,139911.35,47.77,-0.9625,0.555,-3.035,401.94,378.16,354.38,12.576,33.4106,12.3305
20251204,373.34,377.68,369.36,377.43,191658.09,52.15,-0.5338,0.3372,-1.742,400.87,377.6,354.34,12.3232,49.6314,12.044
20251205,381.22,383.3,376.1,383.08,232915.59,55.33,0.259,0.3216,-0.1252,400.06,377.29,354.52,12.0714,62.7085,11.698
20251208,384.4,389.28,379.55,386.44,216597.58,57.15,1.1451,0.4863,1.3177,400.82,377.69,354.55,12.2506,68.921,11.5574
20251209,385.46,386.2,380.04,381.61,186917.73,53.75,1.4411,0.6772,1.5276,400.97,377.78,354.6,12.2747,58.2518,11.189
20251210,379.1,382.01,371.44,376.48,194334.05,50.33,1.2473,0.7912,0.912,400.75,377.59,354.43,12.2667,47.61,11.1448
20251211,378.96,392.7,377.46,382.98,282153.78,54.3,1.5997,0.9529,1.2936,394.31,376.28,358.25,9.5836,68.5881,11.5073
20251212,385.95,387.32,379.55,385.75,240020.22,55.92,2.0786,1.1781,1.8011,391.3,375.67,360.04,8.3193,82.2513,11.2404
20251215,385.46,388.87,379.26,379.55,182749.93,51.52,1.9356,1.3296,1.212,390.57,375.41,360.25,8.0746,63.6559,11.1239
20251216,380.04,383.07,372.19,372.57,191216.76,47.04,1.2446,1.3126,-0.136,390.19,375.09,359.98,8.0543,41.6718,11.1065
20251217,370.64,378.56,369.27,377.5,222574.08,50.33,1.0823,1.2665,-0.3684,389.13,374.71,360.29,7.6951,59.683,10.9768
20251218,373.71,375.07,364.3,366.26,296392.83,43.67,0.0462,1.0225,-1.9525,389.25,374.34,359.44,7.9609,22.8718,11.1356
20251219,368.3,371.85,365.07,368.23,175599.45,45.04,-0.6089,0.6962,-2.6102,388.98,374.54,360.1,7.7096,28.1425,10.8244
20251222,370.19,372.15,362.42,366.1,254935.38,43.8,-1.2852,0.2999,-3.1702,388.87,374.6,360.34,7.6177,20.1959,10.7463
20251223,366.26,374.63,365.86,372.26,236040.86,48.25,-1.3089,-0.0219,-2.5742,388.71,374.89,361.07,7.372,40.4927,10.6051
20251224,372.24,372.24,366.26,369.8,210883.87,46.66,-1.5089,-0.3193,-2.3793,388.57,375.02,361.48,7.2225,30.7116,10.2762
20251225,368.43,368.43,363.42,367.25,203431.44,45.01,-1.8518,-0.6258,-2.4521,388.41,375.11,361.81,7.0912,20.4379,9.9979
20251226,367.2,372.16,364.39,368.65,257236.89,46.13,-1.9877,-0.8981,-2.179,388.34,375.17,362.01,7.0172,25.219,9.8387
20251229,368.23,368.65,362.32,363.61,241240.72,42.74,-2.4735,-1.2132,-2.5206,388.6,374.5,360.4,7.5293,11.374,9.5881
20251230,361.43,365.27,360.9,363.5,190308.21,42.66,-2.8347,-1.5375,-2.5944,388.9,373.97,359.03,7.9869,14.9594,9.2154
20251231,364.08,366.26,361.48,361.59,160265.97,41.33,-3.2378,-1.8776,-2.7205,389.39,373.53,357.67,8.493,12.3567,8.8986
20260105,364.29,372.16,362.51,371.67,336881.35,50.19,-2.7126,-2.0446,-1.3361,389.02,373.24,357.47,8.4518,45.0104,9.018
20260106,374.13,374.63,363.34,368.22,341477.1,47.54,-2.5454,-2.1448,-0.8014,387.71,372.5,357.29,8.1675,35.929,9.1803
20260107,367.19,369.68,362.8,365.28,262285.35,45.35,-2.62,-2.2398,-0.7603,385.47,371.44,357.42,7.5529,28.0323,9.0159
20260108,362.32,367.57,361.33,363.51,269590.35,44.03,-2.7897,-2.3498,-0.8799,384.13,370.54,356.94,7.3376,24.151,8.8177
20260109,363.47,371.8,361.34,363.53,314771.87,44.05,-2.8893,-2.4577,-0.8633,383.53,369.89,356.25,7.3731,26.678,8.935
20260112,362.32,362.32,346.23,356.1,488307.39,38.59,-3.5271,-2.6716,-1.7111,382.05,368.55,355.04,7.3273,3.9093,9.5325
20260113,360.6,362.09,351.49,353.46,296709.2,36.84,-4.1972,-2.9767,-2.4411,379.46,366.93,354.4,6.8283,-3.769,9.6087
20260114,354.47,355.64,346.28,348.51,380833.65,33.76,-5.0693,-3.3952,-3.3481,378.97,365.38,351.79,7.4396,-12.061,9.591
20260115,347.3,352.75,346.37,348.29,323709.12,33.62,-5.7123,-3.8586,-3.7073,379.3,364.17,349.03,8.3132,-2.4412,9.3616
20260116,352.46,356.14,346.08,346.88,319818.42,32.72,-6.2635,-4.3396,-3.8477,378.28,362.64,346.99,8.6279,-0.3549,9.4115
20260119,346.04,349.85,340.0,343.51,338642.84,30.61,-6.8928,-4.8502,-4.085,379.2,361.5,343.79,9.7962,-0.7933,9.4428
20260120,344.6,351.4,342.53,344.2,354405.89,31.58,-7.2522,-5.3306,-3.8431,379.29,360.3,341.3,10.5453,7.6358,9.4019
20260121,346.51,352.17,343.61,344.41,393935.73,31.89,-7.4344,-5.7514,-3.366,379.26,359.21,339.16,11.163,13.0874,9.3418
20260122,345.61,348.27,334.26,340.46,459948.18,29.19,-7.8075,-6.1626,-3.2898,378.35,357.62,336.9,11.5903,8.5965,9.6752
20260123,342.64,344.6,337.95,341.64,339761.27,31.07,-7.9168,-6.5135,-2.8067,377.28,356.21,335.15,11.8269,15.4074,9.4591
20260126,346.58,347.11,335.94,336.77,332913.86,27.79,-8.3006,-6.8709,-2.8595,376.78,354.69,332.6,12.4548,9.4361,9.5813
20260127,339.56,339.57,328.86,334.16,322948.85,26.19,-8.715,-7.2397,-2.9506,375.84,352.96,330.09,12.959,8.8879,9.6619
20260128,332.66,338.69,327.87,334.74,463081.71,27.19,-8.894,-7.5706,-2.6469,375.19,351.52,327.85,13.4682,14.5537,9.7447
20260129,335.24,339.83,332.94,336.61,338444.19,30.47,-8.7838,-7.8132,-1.9411,374.04,350.18,326.32,13.6279,21.5707,9.5408
20260130,343.02,348.3,338.79,344.6,486501.15,42.4,-7.9599,-7.8426,-0.2347,372.68,349.33,325.97,13.3711,39.8788,9.6943
20260202,351.49,352.46,338.82,343.59,391917.47,41.43,-7.3043,-7.7349,0.8612,368.88,347.92,326.97,12.0438,39.6583,9.9761
20260203,343.61,347.35,338.2,342.54,265163.25,40.4,-6.7912,-7.5462,1.51,365.39,346.64,327.89,10.8157,39.0655,9.9171
20260204,345.54,360.99,342.14,359.39,485316.85,58.33,-4.9676,-7.0305,4.1257,364.01,346.34,328.68,10.2018,86.9197,10.5552
20260205,360.12,361.09,350.52,357.34,284271.57,56.12,-3.6458,-6.3535,5.4155,362.62,346.04,329.45,9.587,84.073,10.5562
20260206,353.77,367.12,352.48,363.41,393726.18,60.86,-2.0844,-5.4997,6.8306,362.59,346.03,329.47,9.5718,102.4724,10.8479
20260209,364.78,366.75,357.0,363.13,274486.3,60.53,-0.8597,-4.5717,7.424,364.1,346.38,328.66,10.2306,97.2615,10.7695
20260210,359.53,365.07,358.38,359.33,185634.99,56.16,-0.1935,-3.6961,7.0051,365.07,346.68,328.28,10.6115,84.399,10.4781
20260211,361.24,365.26,358.87,362.32,196534.59,58.69,0.5692,-2.843,6.8244,367.04,347.37,327.69,11.3286,88.0009,10.1861
20260212,364.29,372.05,362.35,370.07,277545.8,64.42,1.7784,-1.9187,7.3943,370.6,348.46,326.31,12.7115,98.7991,10.1535
20260213,369.81,371.18,359.37,359.7,223145.32,53.68,1.8784,-1.1593,6.0754,371.79,349.1,326.41,12.9995,73.3667,10.2718
20260224,366.89,367.73,356.36,356.36,226951.31,50.75,1.6688,-0.5937,4.525,372.49,349.74,326.99,13.0109,64.5514,10.3503
20260225,358.07,360.94,354.54,356.59,187166.39,50.95,1.504,-0.1741,3.3563,373.15,350.36,327.57,13.0106,63.6716,10.0681
20260226,350.55,352.67,338.2,340.66,435413.81,39.16,0.0869,-0.1219,0.4177,373.23,350.17,327.11,13.1696,29.377,10.6625
20260227,341.76,343.55,336.73,336.73,254466.2,36.89,-1.3378,-0.3651,-1.9454,373.43,349.98,326.54,13.3982,21.7347,10.3881
20260302,335.74,339.57,331.48,334.97,283513.26,35.89,-2.5792,-0.8079,-3.5425,373.78,349.65,325.53,13.7997,19.5746,10.2239
20260303,340.98,348.88,338.72,338.76,400074.79,39.69,-3.22,-1.2903,-3.8594,373.67,349.75,325.83,13.6768,27.0249,10.4872
20260304,335.83,336.74,329.04,333.67,250804.41,36.56,-4.0915,-1.8506,-4.4819,373.71,349.73,325.74,13.7167,16.5306,10.4324
20260305,339.26,348.39,337.37,344.84,310060.68,46.53,-3.8366,-2.2478,-3.1776,373.3,350.23,327.17,13.1711,38.3143,10.7387
20260306,343.61,351.51,339.34,349.29,209631.13,49.91,-3.2382,-2.4458,-1.5846,373.03,350.86,328.7,12.6361,46.4487,10.8409
20260309,343.45,354.29,339.73,351.98,317976.13,51.89,-2.5178,-2.4602,-0.1151,373.21,351.23,329.26,12.5122,51.6986,11.1066
20260310,369.21,373.91,360.84,370.49,507417.28,62.79,-0.4482,-2.0578,3.2193,375.84,352.58,329.32,13.1937,88.5043,11.8797
20260311,373.72,397.32,373.13,390.67,575986.85,70.61,2.7883,-1.0886,7.7537,383.28,354.98,326.69,15.944,113.0492,12.9475
20260312,393.82,394.71,386.64,389.39,291503.75,69.61,5.19,0.1671,10.0458,388.68,356.48,324.29,18.0623,101.1032,12.5991
20260313,387.8,397.75,387.72,390.87,355826.39,70.14,7.1307,1.5598,11.1417,393.85,358.16,322.48,19.9267,95.8295,12.4156
20260316,395.57,406.79,391.85,402.09,373521.04,73.83,9.4649,3.1409,12.6481,400.82,360.1,319.38,22.6163,101.5649,12.6659
20260317,409.36,413.52,398.31,398.75,359806.78,71.01,10.9194,4.6966,12.4457,406.12,361.88,317.63,24.4517,91.6721,12.8477
20260318,399.1,399.73,390.64,395.81,265299.96,68.53,11.7001,6.0973,11.2056,410.44,363.7,316.96,25.7013,84.3506,12.5793
20260319,395.73,407.61,393.82,394.32,292866.35,67.25,12.0594,7.2897,9.5395,413.99,365.3,316.61,26.6571,79.8008,12.6657
20260320,398.83,415.56,393.95,406.62,537296.77,71.92,13.1848,8.4687,9.4321,419.2,367.13,315.06,28.3658,87.9225,13.3046
20260323,410.89,410.92,392.59,395.78,446141.45,63.35,13.0515,9.3853,7.3324,422.4,368.93,315.46,28.9848,75.107,13.6636
20260324,398.75,405.54,382.01,390.86,364105.25,59.86,12.4058,9.9894,4.8329,424.64,370.66,316.67,29.1282,68.7124,14.3683
20260325,386.93,394.32,381.81,391.67,267528.28,60.25,11.8232,10.3562,2.9341,426.75,372.41,318.07,29.1811,67.7219,14.2356
20260326,387.76,407.33,385.95,396.29,267636.97,62.48,11.6006,10.605,1.9911,428.37,375.19,322.02,28.3462,69.8373,14.7459
20260327,399.85,411.87,395.53,409.75,302580.43,68.09,12.3676,10.9576,2.8202,430.92,378.84,326.77,27.4904,79.6763,14.8598
20260330,406.62,412.38,399.34,406.62,253484.19,65.63,12.578,11.2817,2.5927,431.57,382.43,333.29,25.699,74.6175,14.7298
20260331,406.62,410.51,395.38,395.5,249256.45,57.67,11.7124,11.3678,0.6892,430.16,385.26,340.37,23.3052,61.4015,14.7584
20260401,403.4,403.54,389.89,399.45,231700.73,59.54,11.2159,11.3374,-0.2431,426.66,388.55,350.45,19.6128,64.3007,14.6792
20260402,401.6,405.63,391.07,394.98,223056.38,56.49,10.3425,11.1384,-1.5919,423.18,391.06,358.94,16.4282,56.1033,14.6707
20260403,393.82,394.61,379.18,380.49,247515.01,47.91,8.3844,10.5876,-4.4065,418.65,392.62,366.58,13.2619,26.7058,14.7513
20260407,383.96,387.13,375.6,378.65,172576.22,46.93,6.608,9.7917,-6.3675,413.02,393.95,374.88,9.6818,9.8797,14.5213
20260408,390.38,391.51,382.23,385.26,364184.43,50.81,5.6682,8.967,-6.5976,410.86,394.69,378.52,8.1929,20.8349,14.4026
20260409,388.02,388.19,380.69,383.97,259551.99,50.04,4.7643,8.1265,-6.7242,411.14,394.36,377.57,8.5126,19.0616,13.9095
20260410,387.92,412.53,386.62,409.58,507887.02,62.24,6.0449,7.7101,-3.3305,413.28,395.37,377.45,9.0639,89.666,14.956
20260413,411.55,426.64,409.58,420.54,412399.24,66.05,7.8536,7.7388,0.2295,417.85,396.85,375.85,10.5827,106.4105,15.1063
20260414,414.99,425.81,408.0,424.14,442208.26,67.23,9.4684,8.0847,2.7672,422.18,397.95,373.73,12.1748,104.0529,15.2994
20260415,432.1,432.67,420.48,424.35,373536.28,67.3,10.6423,8.5963,4.0921,426.19,399.23,372.28,13.503,96.5949,15.0773
20260416,434.19,452.9,426.33,446.97,635062.18,73.86,13.2453,9.5261,7.4384,436.09,401.79,367.49,17.0722,115.8664,16.0397
20260417,448.92,450.57,434.2,437.34,365358.48,67.64,14.3655,10.4939,7.743,441.51,403.94,366.38,18.5993,94.4555,16.0632
20260420,426.31,431.14,419.43,425.82,529278.21,61.01,14.1604,11.2272,5.8664,443.71,404.9,366.09,19.1721,76.9484,16.1952
20260421,435.0,450.13,425.1,447.6,577745.62,67.49,15.5758,12.097,6.9578,450.44,407.49,364.54,21.0795,96.6935,16.8262
20260422,441.01,447.97,433.13,436.35,460254.32,61.78,15.6098,12.7995,5.6206,453.81,409.77,365.72,21.4973,80.1787,16.6843
20260423,443.5,443.6,435.0,438.9,354309.66,62.56,15.662,13.372,4.58,457.14,412.13,367.11,21.8442,79.7386,16.1069
20260424,442.0,448.45,438.0,444.9,395424.97,64.38,16.003,13.8982,4.2096,461.19,414.56,367.93,22.4975,82.533,15.7028
20260427,444.63,448.76,433.8,434.88,330612.83,59.19,15.2885,14.1763,2.2245,463.25,415.81,368.38,22.8152,70.0966,15.6498
20260428,426.19,433.3,423.0,427.67,350121.13,55.71,13.9794,14.1369,-0.3151,464.38,416.87,369.36,22.7937,61.3693,15.3805
20260429,432.0,445.15,428.0,445.0,376335.6,61.56,14.1768,14.1449,0.0638,467.32,419.34,371.36,22.8825,76.7394,15.5305
