trade_date,open,high,low,close,volume,RSI_14,MACD_DIF,MACD_DEA,MACD_HIST,BB_UP,BB_MID,BB_LOW,BB_BW,BB_PCTB,ATR_14
20250808,400.8658447265625,402.0477707881197,397.7140619341623,400.8658447265625,1414171,58.97,11.7136,16.4299,-9.4326,453.08,405.04,357.0,23.722,45.6537,14.7959
20250811,404.805538603381,412.094002143352,402.44171665225895,410.1241455078125,1632537,61.66,11.2185,15.3876,-8.3383,451.98,407.13,362.28,22.0343,53.3377,14.541
20250812,415.7571418694578,415.7571418694578,402.1290100817189,410.6218872070313,1184086,61.8,10.7425,14.4586,-7.4322,450.69,409.09,367.48,20.3425,51.8464,14.4758
20250813,419.7073251646458,419.7073251646458,408.6467906582353,417.3372192382813,1517377,63.79,10.7828,13.7234,-5.8813,448.75,411.48,374.22,18.1144,57.8516,14.2319
20250814,419.70730639402166,419.70730639402166,409.8318403612212,414.5720520019531,1282320,62.35,10.4709,13.0729,-5.204,445.05,413.8,382.54,15.1078,51.2426,13.9207
20250815,415.5596204833906,415.7571418694578,404.1041033922626,410.6218872070313,1350369,60.26,9.7921,12.4168,-5.2493,443.95,414.87,385.8,14.016,42.6875,13.7587
20250818,411.8069391665251,415.362113014174,407.26421870217,408.8442993164063,1052831,59.29,9.0069,11.7348,-5.4558,443.89,414.72,385.55,14.0683,39.9269,13.3544
20250819,408.8442908379563,409.43682482319855,397.9812782794599,399.75885009765625,1864469,54.49,7.5643,10.9007,-6.6728,443.35,413.63,383.91,14.3707,26.6612,13.2187
20250820,399.9563759159587,404.1040837212106,396.00618948715913,401.7339477539063,1221065,55.34,6.5054,10.0217,-7.0324,441.77,412.35,382.92,14.2727,31.9692,12.853
20250821,404.8941258021764,405.8816724504744,398.3763118959032,400.9439392089844,1137773,54.9,5.5387,9.1251,-7.1728,440.75,411.29,381.82,14.3296,32.4524,12.471
20250822,400.9439349744879,412.7944946289063,400.54892234684695,412.7944946289063,1780538,60.03,5.6635,8.4327,-5.5386,440.47,411.09,381.72,14.2894,52.8944,12.4549
20250825,415.7571233790954,419.1147758301853,406.47419125989495,407.8567504882813,2389290,57.11,5.3028,7.8068,-5.0079,434.71,409.36,384.0,12.3873,47.0439,12.4682
20250826,406.2766674210898,410.0293626040085,402.9190149903431,409.4368286132813,2962368,57.82,5.0858,7.2626,-4.3535,420.55,407.08,393.6,6.6213,58.7598,12.0855
20250827,416.9422039818562,416.9422039818562,403.1165510046516,405.0916442871094,1234478,55.13,4.5113,6.7123,-4.4021,418.32,406.32,394.32,5.9059,44.8736,12.2098
20250828,405.091637678086,407.461743550861,398.7713151673109,402.1289978027344,914159,53.31,3.7734,6.1245,-4.7023,418.23,406.42,394.62,5.8103,31.8105,11.9584
20250829,408.44929693627546,437.483162167758,402.326495704197,418.9172973632813,6137206,61.14,4.4915,5.7979,-2.6129,419.7,407.52,395.35,5.9742,96.7972,13.6295
20250901,418.9173024594164,421.08988701454376,408.8443145389512,415.7571411132813,1545197,59.13,4.7508,5.5885,-1.6754,420.39,407.76,395.13,6.195,81.6733,13.5307
20250902,417.73222082536745,422.4724325527705,406.4741953696369,412.39947509765625,1671442,56.99,4.632,5.3972,-1.5304,420.85,408.09,395.33,6.253,66.9009,13.7069
20250903,415.75714328277735,419.31231728134793,412.3994906709455,416.7446899414063,1427049,59.06,4.8328,5.2843,-0.9031,421.91,408.62,395.34,6.501,80.5669,13.2216
20250904,417.7322322300502,428.79276674600055,407.8567657470703,414.76959228515625,2545848,57.7,4.7774,5.1829,-0.811,421.68,409.57,397.45,5.916,71.4756,13.7726
20250905,411.6094155462369,428.3977079388022,408.054271855483,426.8176574707031,4313040,63.25,5.6407,5.2745,0.7325,424.52,410.86,397.21,6.646,108.4267,14.242
20250908,429.3852687864783,435.9030826648445,422.6699636618173,425.0400695800781,1728309,61.96,6.111,5.4418,1.3384,426.65,411.61,396.57,7.3088,94.6442,14.1699
20250909,427.8052135248412,431.1628660499605,422.6699589775776,425.6325988769531,1373205,62.24,6.4571,5.6449,1.6245,428.64,412.36,396.08,7.8966,90.7604,13.7644
20250910,429.5827742025886,436.8906130695632,420.6948547363281,420.6948547363281,2519406,58.42,6.2608,5.768,0.9855,429.09,412.53,395.96,8.0306,74.6526,13.9381
20250911,422.8674875751177,426.8176741750252,412.9920210753487,423.4599914550781,1445714,59.9,6.2562,5.8657,0.781,430.23,412.97,395.71,8.3577,80.3861,13.9301
20250912,423.4599698516173,432.1503980105776,421.4848766524259,427.41015625,1701972,61.99,6.4964,5.9918,1.0092,432.18,413.81,395.44,8.88,87.0062,13.6969
20250915,428.5952229817708,470.8622052668964,428.5952229817708,459.2091674804688,6299919,73.8,9.1473,6.6229,5.0487,443.52,416.33,389.14,13.0641,128.837,15.8222
20250916,472.0473000708366,473.2323681092909,458.2216469306866,471.0597534179688,3414730,76.71,12.0652,7.7114,8.7077,455.38,419.89,384.41,16.8995,122.1035,15.7643
20250917,476.3924939724936,501.6736940298508,474.2199094430724,496.2421875,4383694,81.43,16.2228,9.4137,13.6182,472.81,424.62,376.43,22.6991,124.308,16.825
20250918,497.723512917698,510.067846075379,487.8480463915532,498.7110595703125,3591684,81.81,19.4922,11.4294,16.1256,486.6,429.51,372.42,26.585,110.6054,17.2103
20250919,508.5865184291836,514.511798255543,496.2421854576015,509.0802917480469,2823417,83.39,22.6587,13.6752,17.9669,500.93,434.32,367.72,30.6704,106.1205,17.286
20250922,516.9806547519512,516.9806547519512,495.7484024555483,504.6363220214844,2449802,80.19,24.5269,15.8456,17.3626,511.49,439.16,366.84,32.9377,95.264,17.5679
20250923,499.20482522160086,504.6363317274738,485.28041160631096,495.254638671875,2900705,73.75,24.9626,17.669,14.5873,518.48,443.45,368.42,33.8398,84.5199,17.6956
20250924,488.835565318232,503.1549909689681,488.835565318232,499.6985778808594,1621586,74.78,25.3741,19.21,12.3282,524.94,448.18,371.43,34.2529,83.5571,17.4544
20250925,502.6612439836775,528.8312301635742,500.1923773629325,525.3748168945312,3742882,79.74,27.4555,20.8591,13.1928,535.21,454.35,373.48,35.598,93.9163,18.2886
20250926,518.461987120604,539.2004666054282,517.4744404784695,523.8934936523438,2849440,78.78,28.6552,22.4183,12.4738,544.32,459.59,374.87,36.8682,87.9471,18.5341
20250929,542.1630814742344,554.5074139303873,533.2751621058044,540.18798828125,3249995,81.43,30.5685,24.0484,13.0402,555.13,465.82,376.5,38.3491,91.6333,19.397
20250930,548.0883548766609,565.8641934132013,546.1132617059342,564.3828735351562,2549440,84.53,33.6491,25.9685,15.3613,569.22,473.42,377.61,40.4754,97.4739,19.8455
20251002,592.5279662985137,602.4034324034889,568.826847646573,597.95947265625,2435556,87.61,38.3578,28.4464,19.8229,589.35,482.48,375.6,44.3042,104.0257,21.1437
20251003,588.0840173669764,606.3536299971847,578.7023243947073,602.897216796875,1647357,87.99,42.0037,31.1578,21.6917,606.5,491.88,377.26,46.6056,98.4265,21.6085
20251006,578.7022941442267,592.5279462227578,578.7022941442267,589.071533203125,1232980,80.56,43.2786,33.582,19.3932,618.14,499.99,381.85,47.2589,87.6977,21.7933
20251008,585.6151468667639,588.577786732869,569.8144009142037,573.7645874023438,1644030,73.18,42.5631,35.3782,14.3699,624.43,507.43,390.43,46.1139,78.3481,21.6121
20251009,576.2334627591647,585.1213824932393,560.4327165652544,577.7147827148438,2833182,73.85,41.8327,36.6691,10.3272,629.39,515.04,400.68,44.4056,77.4064,21.8319
20251010,559.4451375999943,569.3206034005237,532.7813799385647,536.23779296875,5026484,57.67,37.475,36.8303,1.2894,626.44,520.81,415.19,40.562,57.3019,23.482
20251013,508.58649824307935,548.0883621842894,507.5989516445491,540.6817626953125,3518237,58.71,33.9882,36.2619,-4.5473,622.07,526.67,431.28,36.2252,57.3423,24.6968
20251014,560.4327240706609,560.9264973958333,521.4246313820422,525.8685913085938,2079238,53.94,29.6874,34.947,-10.5191,614.81,531.6,448.39,31.3054,46.5582,25.7543
20251015,532.781377700862,538.2128838683407,514.017992758663,535.250244140625,2188262,56.36,26.728,33.3032,-13.1504,611.31,535.4,459.49,28.3571,49.9024,25.6429
20251016,538.2129310871484,541.1755710747841,518.4619978362439,528.8312377929688,1372719,54.26,23.5926,31.3611,-15.5369,608.04,538.29,468.54,25.9156,43.2217,25.4337
20251017,534.2627129851915,535.7440328918047,509.0802745727656,515.0055541992188,1624498,49.94,19.7644,29.0417,-18.5547,607.07,539.23,471.38,25.1649,32.1515,25.5215
20251020,526.362354740952,531.7938612157649,517.4744350548947,521.4246215820312,1732723,51.86,17.0519,26.6438,-19.1837,606.08,540.36,474.64,24.3243,35.5931,24.8977
20251021,536.2377952126895,553.0260871438419,528.8311958312988,537.225341796875,2721782,56.29,15.9929,24.5136,-17.0414,605.85,541.77,477.68,23.6574,46.4557,25.3766
20251022,542.6568525265425,545.125719007555,526.3623337518601,539.200439453125,1815051,56.83,15.1384,22.6386,-15.0002,605.18,543.5,481.81,22.7002,46.5181,24.9042
20251023,534.7565166722949,534.7565166722949,519.9433167644751,528.3374633789062,1566528,52.98,13.4299,20.7968,-14.7338,603.05,545.15,487.25,21.2413,35.4807,24.5008
20251024,534.2627228803212,547.1008289754121,533.275176257622,546.6070556640625,1748224,58.11,13.3957,19.3166,-11.8418,601.3,547.5,493.69,19.6537,49.174,24.091
20251027,561.420272867911,563.889139503214,541.175566458426,554.5074462890625,2156051,60.14,13.8465,18.2226,-8.7522,601.8,548.95,496.1,19.2544,55.2555,23.9926
20251028,559.4451773623927,559.4451773623927,544.6319776087547,553.5198974609375,1398576,59.75,13.9631,17.3707,-6.8152,601.97,550.43,498.9,18.7256,52.9941,23.337
20251030,582.6524922741922,582.6524922741922,555.4949608546324,567.3455200195312,2298186,63.33,14.9982,16.8962,-3.796,603.62,551.79,499.96,18.7859,65.0048,23.7509
20251031,567.839319405005,573.7645992596659,550.557253162244,551.5447998046875,1329926,57.08,14.3778,16.3925,-4.0294,602.64,551.15,499.66,18.6845,50.3836,23.7121
20251103,548.08837890625,551.5447921065597,533.2751794763514,548.08837890625,1161349,55.79,13.4522,15.8045,-4.7045,595.19,548.66,502.12,16.964,49.3899,23.3234
20251104,549.0759099138915,549.0759099138915,529.8187512028826,541.175537109375,1515436,53.19,12.0222,15.048,-6.0516,584.53,545.57,506.61,14.2828,44.3603,23.0329
20251105,523.3996972210331,542.1630825931079,518.955737527647,540.6817626953125,1940808,53.0,10.7255,14.1835,-6.916,576.32,543.15,509.98,12.2124,46.278,23.0454
20251106,541.1755514187895,552.5323376255706,539.2004581654362,547.5946044921875,1597062,55.4,10.1388,13.3746,-6.4716,571.84,541.84,511.85,11.071,59.5895,22.3516
20251107,558.9513996230137,558.9513996230137,543.1506533439178,551.5447998046875,1006367,56.76,9.8786,12.6754,-5.5935,565.86,540.53,515.21,9.3701,71.7404,21.8836
20251110,546.60704341248,547.5945900130446,534.2627109054231,541.175537109375,1262972,52.26,8.7351,11.8873,-6.3045,566.02,540.78,515.54,9.3361,50.7824,21.555
20251111,539.200431577621,540.187978155602,531.7938322427635,535.7440185546875,971369,50.02,7.3063,10.9711,-7.3296,565.88,540.53,515.19,9.3776,40.5509,20.6854
20251112,537.7191284179687,544.6319546786222,533.2751686789773,543.150634765625,1419156,52.98,6.6945,10.1158,-6.8426,565.8,541.4,517.0,9.0137,53.592,20.0191
20251113,533.2751475598843,574.7521034812087,533.2751475598843,560.4326782226562,2604347,59.06,7.5175,9.5961,-4.1573,568.29,542.66,517.02,9.4469,84.6748,21.5518
20251114,550.0634427792032,558.4575886743975,534.7564708526725,535.250244140625,1835993,49.09,6.0677,8.8904,-5.6454,568.04,542.98,517.92,9.2297,34.5804,21.8464
20251117,524.3872570429464,524.881030354663,509.0802843797343,519.4495239257812,1907496,44.06,3.6023,7.8328,-8.4611,567.27,543.2,519.13,8.8633,0.6691,22.1552
20251118,513.5242571149554,518.9557636805944,494.76087079729353,497.7235107421875,2974644,38.26,-0.1035,6.2455,-12.6981,572.17,542.01,511.86,11.1259,-23.4468,22.3362
20251119,508.0927374064922,518.4619769454002,500.68613773584366,505.6238708496094,2904805,41.29,-2.3755,4.5213,-13.7937,574.68,540.43,506.19,12.6725,-0.8289,22.2221
20251120,505.6238677536232,505.6238677536232,461.3817913801936,476.9850158691406,14760777,34.65,-6.4131,2.3344,-17.495,581.81,537.32,492.84,16.5587,-17.8165,23.7949
20251121,471.8497518636286,471.8497518636286,454.2714344968078,459.2091674804688,6741203,31.29,-10.9213,-0.3167,-21.2093,590.4,533.87,477.33,21.1801,-16.0265,23.7177
20251124,473.03481983471937,473.03481983471937,452.493862677702,459.2091674804688,4034648,31.29,-14.329,-3.1192,-22.4197,594.73,529.5,464.27,24.6394,-3.8754,23.4908
20251125,459.2091929085024,467.5045787528915,456.049031568958,462.3693542480469,2938753,32.64,-16.5834,-5.812,-21.5428,595.48,524.89,454.3,26.897,5.7149,22.6311
20251126,474.0223904433997,474.0223904433997,458.4191654796506,461.3818054199219,3311239,32.42,-18.2395,-8.2975,-19.884,594.92,520.28,445.65,28.6895,10.539,22.1291
20251127,464.14691162109375,468.6896321027639,460.1967251392121,464.14691162109375,2482053,33.73,-19.1086,-10.4597,-17.2977,590.33,515.12,439.92,29.1973,16.1062,21.1551
20251128,468.8871277858409,468.8871277858409,457.43161098989737,466.12200927734375,2017940,34.71,-19.4141,-12.2506,-14.3271,587.04,510.85,434.66,29.8279,20.6445,20.4623
20251201,473.8248546406681,478.76258772419953,469.0846429354903,476.9850158691406,2523709,39.93,-18.5657,-13.5136,-10.1042,582.8,507.3,431.79,29.7676,29.9267,19.9036
20251202,478.762588287975,479.9476562844305,469.2821648664556,471.8497619628906,1912092,38.37,-18.0991,-14.4307,-7.3368,579.15,503.83,428.51,29.8996,28.77,19.2437
20251203,471.8497651428282,480.34267214124577,465.7269941532946,467.70208740234375,2173182,37.11,-17.8581,-15.1162,-5.4838,575.06,500.18,425.31,29.939,28.3102,18.9132
20251204,469.0846429354903,476.9850158691406,464.1469098519588,476.9850158691406,2395088,41.73,-16.7253,-15.438,-2.5745,568.72,496.65,424.58,29.0215,36.3553,18.4792
20251205,479.94764766659074,490.41564765554926,475.9974612660427,484.2928466796875,2266715,45.15,-15.0642,-15.3633,0.5981,560.7,493.29,425.88,27.3304,43.3269,18.1891
20251208,494.2670727020897,503.6487653907407,484.4903674014225,500.1923522949219,3902634,51.78,-12.3227,-14.7552,4.8648,554.91,491.24,427.57,25.9212,57.0303,18.2725
20251209,501.6736794748614,501.6736794748614,486.860480277769,489.8231201171875,1948121,47.73,-10.8616,-13.9765,6.2296,549.07,488.94,428.82,24.5932,50.7309,18.0254
20251210,493.7733179496327,499.6985977650282,484.2928642174934,492.1932373046875,2569758,48.72,-9.404,-13.062,7.3159,540.9,486.4,431.89,22.413,55.3175,17.8383
20251211,500.6861289317213,512.0429148936835,498.2172624182513,501.6736755371094,2608745,52.58,-7.3986,-11.9293,9.0614,526.24,483.46,440.68,17.6966,71.2905,17.9819
20251212,516.4868926410527,516.4868926410527,503.6487863230151,509.5740661621094,2979319,55.58,-5.1129,-10.566,10.9063,519.62,482.17,444.73,15.5304,86.5895,17.7556
20251215,513.0304554257549,518.9557349879389,506.1176292698737,512.5366821289062,2500381,56.69,-3.0274,-9.0583,12.0617,517.93,481.83,445.73,14.9831,92.5358,17.4044
20251216,522.4121496027166,522.4121496027166,494.2670715995457,499.6985778808594,2499164,50.78,-2.3832,-7.7233,10.6802,518.22,481.93,445.64,15.0602,74.4847,18.1716
20251217,500.686135547735,508.5865084952338,495.7484024555483,504.6363220214844,1456033,52.82,-1.4573,-6.4701,10.0255,518.03,481.88,445.72,15.0064,81.4716,17.7906
20251218,509.0802744506342,510.5615943568921,481.7252214600592,487.8480224609375,3242454,45.87,-2.0546,-5.587,7.0647,518.59,482.42,446.25,14.9965,57.5008,18.5796
20251219,487.8480463915532,499.69860622292697,482.9103131284808,498.7110595703125,6561643,50.41,-1.6326,-4.7961,6.327,519.53,484.4,449.26,14.507,70.3704,18.4516
20251222,505.1300920031607,509.0802784508882,496.7359458017396,503.1549987792969,1791077,52.18,-0.9288,-4.0227,6.1877,520.57,486.59,452.61,13.9668,74.3683,18.0154
20251223,508.5865173339844,515.4993437831841,502.1674642025846,508.5865173339844,2401406,54.33,0.0664,-3.2048,6.5425,522.23,488.9,455.58,13.6322,79.5308,17.6809
20251224,501.6736755371094,501.6736755371094,501.6736755371094,501.6736755371094,0,51.18,0.294,-2.5051,5.5981,522.04,490.92,459.8,12.677,67.2806,16.9117
20251229,503.1550158135988,505.6238824270119,489.0331108398883,491.6007080078125,1707373,46.92,-0.3347,-2.071,3.4727,520.74,492.29,463.84,11.5591,48.7852,16.8888
20251230,487.8480421183835,502.66124177784855,487.8480421183835,496.7359619140625,2132963,49.24,-0.4137,-1.7395,2.6517,519.51,493.82,468.14,10.4019,55.6715,16.7405
20251231,499.2048034667969,499.2048034667969,499.2048034667969,499.2048034667969,0,50.36,-0.274,-1.4464,2.3449,519.45,494.93,470.42,9.9053,58.7122,15.7211
20260102,500.6861431689026,513.5242494040026,497.7235032684949,508.0927429199219,1045331,54.29,0.5476,-1.0476,3.1905,519.36,496.75,474.13,9.104,75.0905,15.7268
20260105,513.5242494040026,516.980662621145,497.7235032684949,508.0927429199219,1957642,54.29,1.1851,-0.6011,3.5723,517.3,498.77,480.23,7.4334,75.1579,15.979
20260106,511.5491472294702,513.0304671538798,497.7234946016467,504.1425476074219,1780260,52.16,1.3559,-0.2097,3.1312,515.68,500.12,484.56,6.2223,62.9159,15.931
20260107,504.1425375655706,506.6114040570768,497.7234846876544,499.6985778808594,1396328,49.8,1.1198,0.0562,2.1272,514.56,500.89,487.22,5.4584,45.6295,15.4279
20260108,503.64878952799154,503.64878952799154,489.42812385117816,497.229736328125,1679315,48.49,0.7251,0.19,1.0702,514.51,500.75,486.98,5.4983,37.231,15.3417
20260109,492.78576911445583,503.64878206086667,486.0704640753236,491.2056884765625,2249123,45.34,-0.0729,0.1374,-0.4207,514.36,500.81,487.27,5.4102,14.5366,15.5014
20260112,494.2670742448881,494.760847545832,467.1095426929712,479.1576232910156,3756932,39.79,-1.6585,-0.2218,-2.8734,516.44,500.16,483.89,6.5075,-14.5361,16.3693
20260113,479.55263970453296,489.6255970410954,479.55263970453296,483.7003173828125,2338610,42.64,-2.5194,-0.6813,-3.6762,517.1,499.26,481.43,7.1437,6.3624,15.9478
20260114,492.58824263712825,492.58824263712825,476.5900054549864,477.9725646972656,2940411,40.06,-3.6221,-1.2695,-4.7054,517.19,497.68,478.18,7.8395,-0.5214,15.9514
20260115,478.9601247827094,489.62561653729097,477.97257813367287,481.3302307128906,1437333,42.27,-4.177,-1.851,-4.652,515.62,496.12,476.63,7.8601,12.0643,15.6443
20260116,481.3302124515232,487.6505047380625,475.99746677655344,478.5650939941406,1603190,40.93,-4.7847,-2.4377,-4.6939,515.99,495.07,474.15,8.4518,10.5613,15.3592
20260119,478.565109215705,481.5277491446456,470.0722020585691,471.65228271484375,1484269,37.72,-5.7577,-3.1017,-5.312,516.27,493.42,470.56,9.2642,2.3847,15.0804
20260120,474.0223930044244,478.9601262648872,469.0846597439616,473.62738037109375,1376246,39.19,-6.2969,-3.7407,-5.1122,517.12,492.71,468.29,9.9112,10.9296,14.7086
20260121,474.614916577094,482.7127808635028,469.4796620442248,479.9476623535156,1597677,43.75,-6.1433,-4.2213,-3.8442,516.65,491.77,466.89,10.1197,26.2467,14.6032
20260122,488.8355695871208,488.8355695871208,454.2714384041931,466.3195190429688,5387821,37.26,-7.0402,-4.785,-4.5103,516.65,489.93,463.21,10.9075,5.8235,16.029
20260123,466.3195353748384,470.2697219340915,460.1967341529834,465.5294799804688,2543073,36.92,-7.7257,-5.3732,-4.705,515.09,487.77,460.45,11.2022,9.2899,15.6036
20260126,469.0846357222791,472.44228813994295,456.8390638909299,460.19671630859375,1932844,34.61,-8.6001,-6.0185,-5.163,514.82,485.7,456.58,11.9893,6.2037,15.6036
20260127,469.08463798702655,469.08463798702655,451.308799073834,461.1842651367188,2179660,35.42,-9.1084,-6.6365,-4.9437,515.12,484.18,453.24,12.7798,12.8377,15.7587
20260128,466.9120176034009,472.6398059313057,452.6913526768436,469.4796447753906,3363675,41.89,-8.7411,-7.0574,-3.3673,513.83,482.82,451.81,12.8459,28.4966,16.058
20260129,472.0472764211817,472.6398104107228,465.9244754251416,471.4547424316406,2287442,43.35,-8.1961,-7.2852,-1.8219,511.83,481.43,451.03,12.6294,33.5954,15.3907
20260130,473.82487192846713,493.7733263687786,472.0473000085524,484.8854064941406,4575354,52.14,-6.6044,-7.149,1.0893,508.04,480.27,452.49,11.5659,58.3115,15.8855
20260202,493.7733103399962,498.71104344339625,477.38003040920216,480.5401916503906,2429892,49.46,-5.6286,-6.8449,2.4326,503.39,478.89,454.39,10.2334,53.3653,16.2745
20260203,485.4779134873873,485.6754047244215,468.0970873392671,475.6024475097656,1222222,46.54,-5.1939,-6.5147,2.6416,498.91,477.46,456.02,8.9828,45.6597,16.3676
20260204,479.94766791044776,509.0802938432836,472.8373200345395,496.2421875,3997468,57.77,-3.1477,-5.8413,5.3873,498.03,477.29,456.56,8.6883,95.6998,17.7873
20260205,503.1550045299531,503.1550045299531,477.18254039431247,486.6629638671875,2166866,52.28,-2.2728,-5.1276,5.7097,495.83,476.76,457.7,7.9983,75.9622,18.3719
20260206,485.8729456162762,503.6487850900424,479.9476657916874,495.254638671875,1809571,56.29,-0.876,-4.2773,6.8025,496.75,476.97,457.18,8.2961,96.2211,18.7526
20260209,503.1550075750156,508.58651403558986,491.7982213392694,507.1051940917969,2821790,61.14,1.1736,-3.1871,8.7214,502.31,478.36,454.42,10.0119,110.0136,18.6123
20260210,512.5366949689832,515.0055615150766,500.686135547735,504.6363220214844,1829605,59.66,2.5691,-2.0359,9.21,506.02,479.41,452.8,11.1017,97.3989,18.3056
20260211,498.71103350697655,506.6114063150079,495.7483937039648,500.6861267089844,1457644,57.26,3.3181,-0.9651,8.5663,508.79,480.55,452.3,11.7541,85.6581,17.774
20260212,511.5491552641898,525.3748081091679,508.5865153688373,521.4246215820312,3077613,65.17,5.5214,0.3322,10.3784,516.2,482.55,448.9,13.947,107.7623,18.2679
20260213,521.4246291893116,524.8810424509832,509.0802961119131,511.0553894042969,1618201,59.26,6.3576,1.5373,9.6406,520.08,484.17,448.27,14.8303,87.4363,18.0917
20260216,525.8685913085938,525.8685913085938,525.8685913085938,525.8685913085938,0,64.25,8.1219,2.8542,10.5354,526.77,486.89,447.0,16.3847,98.8668,17.8575
20260220,531.3000834069778,531.3000834069778,518.4619773023483,519.4495239257812,1134689,60.78,8.8996,4.0633,9.6726,531.07,489.18,447.28,17.1286,86.1303,17.499
20260223,527.3498726418491,536.237791843678,524.3872329079061,535.7440185546875,1250197,65.82,10.7074,5.3921,10.6305,538.45,491.97,445.48,18.8982,97.0868,17.4482
20260224,535.2502687637518,535.2502687637518,513.5242430943745,518.9557495117188,1802954,57.6,10.6624,6.4462,8.4325,540.93,494.6,448.27,18.7354,76.2859,17.7891
20260225,531.7938723107887,531.7938723107887,516.486899198779,526.3623657226562,1309356,59.98,11.0966,7.3763,7.4406,543.92,497.64,451.35,18.6017,81.0284,17.6118
20260226,524.3872636625099,524.8810369804595,489.8231314060356,492.1932373046875,3925332,46.92,8.5845,7.6179,1.9331,542.16,499.24,456.31,17.1964,41.7926,18.9637
20260227,492.39074733885633,501.6736794748614,481.1327219765723,489.8231201171875,4071385,46.16,6.3294,7.3602,-2.0616,540.01,500.67,461.33,15.7155,36.2127,19.0764
20260302,489.6256098461758,491.4032118726684,474.2199064417627,478.3675842285156,2026573,42.61,3.5767,6.6035,-6.0536,539.15,501.12,463.08,15.1809,20.0974,18.9412
